,OPEID6L,INSTNM,CITY,STABBR,ZIP,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG_ALL,HIGHDEG,HBCU,PBI,HSI,NANTI,CCUGPROF,CCSIZSET,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,COSTT4_A,AVGFACSAL,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,FEMALE,MN_EARN_WNE_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,GT_THRESHOLD_P10,CONTROL,Number of Unique Majors Offered (Bachelors,Co-Ed
96,11689.0,Refrigeration School Inc,Phoenix,AZ,85034-1816,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,2.0,0.379,0.0881,0.3122,0.0111,,4390.0,,,,,,0.0255924171,45000,PrivacySuppressed,PrivacySuppressed,0.7261,,,True
97,21775.0,Rio Salado College,Tempe,AZ,85281,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,4.0,0.4835,0.0973,0.2956,0.0239,13516.0,6676.0,,,,,,0.6757381715,43400,40100,52700,0.634,,,True
98,21138.0,Roberto-Venn School of Luthiery,Phoenix,AZ,85007,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,29000,PrivacySuppressed,PrivacySuppressed,0.5,,,True
99,8304.0,Scottsdale Community College,Scottsdale,AZ,85256,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.5502,0.0447,0.2465,0.0286,15681.0,9330.0,,,,,,0.5318483783,42500,37500,48000,0.6671,,,True
100,21466.0,South Mountain Community College,Phoenix,AZ,85042,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,3.0,0.152,0.16,0.5802,0.0233,14737.0,9139.0,,,,,,0.5937934229,33400,29800,39300,0.5699,,,True
101,7113.0,Arizona Christian University,Glendale,AZ,85306-3216,0.0,0.0,0.7147,1031.0,3,0.0,0.0,1.0,0.0,11.0,7.0,0.4428,0.1314,0.2763,0.0147,44585.0,5102.0,0.4379,0.5495,0.1429,0.3226,0.5,0.2894736842,34900,PrivacySuppressed,PrivacySuppressed,0.5875,,,True
102,8221.0,Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,2.0,0.3068,0.0233,0.2136,0.0152,,5289.0,,,,,,0.0376457524,48100,33500,48400,0.7908,,,True
103,9459.0,Empire Beauty School-NW Phoenix,Phoenix,AZ,85051,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0984,0.1148,0.0,,,,,,,,0.9337641357,20200,PrivacySuppressed,PrivacySuppressed,0.3605,,,True
104,1079.0,Yavapai College,Prescott,AZ,86301,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.5842,0.0121,0.1956,0.0086,11934.0,7513.0,,,,,,0.5636287274,34000,31000,38000,0.5498,"Private, nonprofit",19.0,True
105,1101.0,University of Arkansas at Little Rock,Little Rock,AR,72204,0.0,0.0,0.5604,1098.0,4,0.0,0.0,0.0,0.0,9.0,12.0,0.4845,0.2705,0.0367,0.0212,20416.0,9822.0,0.4169,0.4534,0.3299,0.4194,0.6875,0.6464909992,39500,35600,45800,0.6643,Public,44.0,True
106,1109.0,University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,0.0,0.0,,,4,0.0,0.0,0.0,0.0,7.0,10.0,0.6671,0.1146,0.0919,0.0465,,10144.0,,,,,,0.8375,69000,61600,94400,0.8698,"Private, nonprofit",38.0,True
107,1087.0,Arkansas Baptist College,Little Rock,AR,72202-6068,0.0,0.0,,,3,1.0,0.0,0.0,0.0,11.0,8.0,0.1838,0.6368,0.0577,0.0021,22405.0,4303.0,0.1246,0.2667,0.1164,0.25,0.0,0.2502857143,25100,PrivacySuppressed,PrivacySuppressed,0.4235,"Private, nonprofit",28.0,True
108,30051.0,Arkansas Beauty School-Little Rock,Little Rock,AR,72209,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.8,0.0667,0.0,,,,,,,,0.9226519337,16400,PrivacySuppressed,PrivacySuppressed,,,,True
109,39973.0,Arkansas Beauty College,Russellville,AR,72801,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8421,0.0263,0.0789,0.0263,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
110,1088.0,Lyon College,Batesville,AR,72501,0.0,0.0,0.5015,1198.0,3,0.0,0.0,0.0,0.0,14.0,8.0,0.5624,0.0752,0.0857,0.018,41396.0,6548.0,0.4252,0.4474,0.4286,0.25,1.0,0.4325068871,44800,36800,52900,0.7256,"Private, nonprofit",65.0,True
111,30234.0,Arkansas Technical School,North Little Rock,AR,72114,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0714,0.9048,0.0119,0.0,,,,,,,,0.3426966292,19000,PrivacySuppressed,PrivacySuppressed,0.2162,,,True
112,23635.0,Arthur's Beauty College,Fort Smith,AR,72901-3342,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8621,0.069,0.069,0.0,,,,,,,,PrivacySuppressed,19600,PrivacySuppressed,PrivacySuppressed,,,,True
113,1108.0,University of Arkansas,Fayetteville,AR,72701,0.0,0.0,0.7767,1236.0,4,0.0,0.0,0.0,0.0,15.0,16.0,0.7454,0.0417,0.0995,0.0271,23997.0,9951.0,0.685,0.704,0.5591,0.6594,0.75,0.5588193956,52700,46800,58900,0.7726,"Private, nonprofit",31.0,True
114,1086.0,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,0.0,0.0,0.5966,900.0,4,1.0,0.0,0.0,0.0,10.0,11.0,0.0316,0.9029,0.0217,0.0033,19541.0,5885.0,0.3892,0.4,0.3906,0.25,1.0,0.5960854093,30600,29800,31300,0.5213,"Private, nonprofit",56.0,True
115,1091.0,Arkansas State University-Beebe,Beebe,AR,72012-1000,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.8245,0.0693,0.051,0.0112,14710.0,5089.0,,,,,,0.5981308411,32900,28500,40700,0.5394,"Private, nonprofit",24.0,True
116,1090.0,Arkansas State University,Jonesboro,AR,72401,0.0,0.0,0.6719,1149.0,4,0.0,0.0,0.0,0.0,9.0,13.0,0.7308,0.1353,0.0438,0.0083,23009.0,7240.0,0.5301,0.5638,0.3862,0.375,0.6667,0.6108749161,36600,32100,42900,0.6203,"Private, nonprofit",3.0,True
117,1089.0,Arkansas Tech University,Russellville,AR,72801-2222,0.0,0.0,0.9766,,4,0.0,0.0,0.0,0.0,10.0,13.0,0.7431,0.0729,0.0855,0.0158,19361.0,6829.0,0.4422,0.4914,0.2076,0.4234,0.2727,0.5661364132,38600,31600,46000,0.6346,"Private, nonprofit",16.0,True
118,1085.0,University of Arkansas at Monticello,Monticello,AR,71656,0.0,0.0,,,4,0.0,0.0,0.0,0.0,10.0,10.0,0.5425,0.2964,0.0693,0.0039,18822.0,5759.0,0.3561,0.4587,0.1683,0.6,0.3333,0.537007874,35800,30000,43600,0.5486,Public,29.0,True
119,25385.0,Arthur's Beauty College,Jacksonville,AR,72076,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4737,0.2456,0.0175,0.0,,,,,,,,0.9371980676,18500,PrivacySuppressed,PrivacySuppressed,0.3596,,,True
120,31052.0,Baptist Health College Little Rock,Little Rock,AR,72210-2827,0.0,0.0,0.5,1050.0,2,0.0,0.0,0.0,0.0,4.0,2.0,0.6172,0.2723,0.053,0.0166,24470.0,6840.0,,,,,,0.864,48100,PrivacySuppressed,PrivacySuppressed,0.7948,,,True
121,20522.0,Black River Technical College,Pocahontas,AR,72455,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.8905,0.029,0.0344,0.0018,12970.0,4953.0,,,,,,0.6108108108,29100,26200,33300,0.4925,,,True
122,1092.0,University of Central Arkansas,Conway,AR,72035-0001,0.0,0.0,0.9378,1166.0,4,0.0,0.0,0.0,0.0,13.0,13.0,0.6663,0.1644,0.0608,0.0215,23185.0,7166.0,0.4573,0.5128,0.2602,0.4248,0.6364,0.6165561287,42500,38200,47700,0.6923,"Private, nonprofit",5.0,True
123,1093.0,Central Baptist College,Conway,AR,72034,0.0,0.0,0.4981,1041.0,3,0.0,0.0,0.0,0.0,11.0,7.0,0.6552,0.1372,0.1119,0.0054,26390.0,5510.0,0.3846,0.4118,0.0714,0.3571,0.0,0.4609929078,43000,33800,49200,0.6478,"Private, nonprofit",29.0,True
124,22209.0,Cossatot Community College of the University of Arkansas,De Queen,AR,71832,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,2.0,0.4977,0.1659,0.2715,0.0035,11154.0,5245.0,,,,,,0.6759776536,28000,25600,34700,0.4842,,,True
125,1095.0,Crowley's Ridge College,Paragould,AR,72450,0.0,0.0,,,3,0.0,0.0,0.0,0.0,10.0,8.0,0.7674,0.1977,0.0174,0.0058,23348.0,4132.0,0.3871,0.3898,0.0,0.5,,0.3921568627,29600,PrivacySuppressed,PrivacySuppressed,0.3978,Public,151.0,True
126,12260.0,East Arkansas Community College,Forrest City,AR,72335-2204,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.4862,0.4724,0.0153,0.0092,12762.0,5233.0,,,,,,0.6658823529,26800,24200,31900,0.4506,,,True
127,22724.0,Eastern College of Health Vocations-Little Rock,Little Rock,AR,72205,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1875,0.7625,0.05,0.0,,,,,,,,0.9568661972,22300,PrivacySuppressed,PrivacySuppressed,0.2872,,,True
128,31249.0,Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.5259,0.237,0.084,0.0074,,,,,,,,0.9667250438,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
129,12105.0,National Park College,Hot Springs,AR,71913,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.733,0.1298,0.0934,0.019,14685.0,5096.0,,,,,,0.5920873124,28100,26700,30900,0.4608,,,True
130,20735.0,University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.8223,0.0225,0.0581,0.0118,13911.0,3830.0,,,,,,0.6757425743,30300,25700,38400,0.4805,,,True
131,1097.0,Harding University,Searcy,AR,72149-5615,0.0,0.0,0.5507,1207.0,4,0.0,0.0,0.0,0.0,14.0,14.0,0.7993,0.0484,0.0392,0.012,31647.0,7492.0,0.7152,0.7348,0.5682,0.6222,0.6,0.5682910089,47000,39900,55100,0.7383,"Private, nonprofit",45.0,True
132,1098.0,Henderson State University,Arkadelphia,AR,71999-0001,0.0,0.0,0.749,1098.0,4,0.0,0.0,0.0,0.0,13.0,11.0,0.6285,0.1871,0.0657,0.0158,23005.0,6704.0,0.3411,0.4246,0.1667,0.4333,0.75,0.5543415756,40400,35500,46300,0.6558,Public,1.0,True
133,1099.0,Hendrix College,Conway,AR,72032-3080,0.0,0.0,0.7054,,4,0.0,0.0,0.0,0.0,14.0,11.0,0.4657,0.061,0.0836,0.0263,64046.0,7485.0,0.655,0.6695,0.5,0.35,0.8261,0.505952381,44500,40100,50200,0.74,Public,73.0,True
134,30071.0,Hot Springs Beauty College,Hot Springs,AR,71901,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7407,0.1358,0.037,0.0123,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
135,23308.0,Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,71603,0.0,0.0,,,2,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7636,0.1818,0.0364,0.0182,,7396.0,,,,,,0.8837209302,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8537,,,True
136,1100.0,John Brown University,Siloam Springs,AR,72761,0.0,0.0,0.5886,1227.0,4,0.0,0.0,0.0,0.0,15.0,11.0,0.7168,0.0202,0.0835,0.0125,40774.0,6937.0,0.6447,0.6569,0.5,0.5455,1.0,0.6155844156,55400,46400,64700,0.7464,"Private, nonprofit",31.0,True
137,23417.0,Career Academy of Hair Design,Springdale,AR,72764-7128,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6927,0.0365,0.1875,0.0417,,,,,,,,0.9353932584,23600,PrivacySuppressed,PrivacySuppressed,,,,True
138,10741.0,Academy of Salon and Spa,Fort Smith,AR,72901,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7547,0.0189,0.1132,0.0,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.2857,,,True
139,23482.0,Arkansas State University Mid-South,West Memphis,AR,72301-3829,0.0,0.0,,,2,0.0,1.0,0.0,0.0,1.0,2.0,0.3135,0.5832,0.0438,0.0088,13473.0,4284.0,,,,,,0.6394736842,26700,25800,28400,0.379,,,True
140,12860.0,Arkansas Northeastern College,Blytheville,AR,72316-1109,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.6229,0.2985,0.0565,0.0049,10173.0,5046.0,,,,,,0.6414790997,30800,27800,37600,0.4756,,,True
141,22842.0,New Tyler Barber College Inc,North Little Rock,AR,72114-4973,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,0.0,0.0,,,,,,,,0.4153846154,19200,PrivacySuppressed,PrivacySuppressed,,,,True
142,12261.0,North Arkansas College,Harrison,AR,72601-5508,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.8101,0.0231,0.0958,0.0074,11751.0,5386.0,,,,,,0.5589225589,28900,26000,33400,0.4941,,,True
143,20737.0,Northwest Technical Institute,Springdale,AR,72764,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6183,0.0376,0.2742,0.0215,18248.0,,,,,,,0.3898305085,32500,28700,37900,0.616,,,True
144,1102.0,Ouachita Baptist University,Arkadelphia,AR,71998-0001,0.0,0.0,0.6177,1203.0,3,0.0,0.0,0.0,0.0,12.0,11.0,0.8059,0.0711,0.0553,0.0099,40200.0,6510.0,0.6048,0.6356,0.3429,0.3889,1.0,0.4945054945,46000,41000,51500,0.7208,Public,54.0,True
145,9976.0,Arkansas State University Three Rivers,Malvern,AR,72104-0816,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.6261,0.2674,0.0543,0.0087,12436.0,4776.0,,,,,,0.7444089457,31000,27800,37700,0.5136,,,True
146,20870.0,Ozarka College,Melbourne,AR,72556-0010,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.9488,0.0125,0.0208,0.0069,11345.0,4772.0,,,,,,0.6975308642,28100,24700,35100,0.443,,,True
147,1094.0,University of the Ozarks,Clarksville,AR,72830,0.0,0.0,0.559,1070.0,3,0.0,0.0,0.0,0.0,10.0,8.0,0.414,0.0722,0.1264,0.0144,34832.0,6680.0,0.4737,0.4444,0.3636,0.5,0.0,0.4859550562,38600,33600,43600,0.6429,Public,48.0,True
148,5245.0,University of Arkansas Community College-Morrilton,Morrilton,AR,72110,0.0,0.0,1.0,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.7131,0.0865,0.1055,0.0061,13510.0,5151.0,,,,,,0.6057629339,31600,26900,39800,0.4916,,,True
149,1103.0,Philander Smith College,Little Rock,AR,72202-3799,0.0,0.0,,,3,1.0,0.0,0.0,0.0,10.0,8.0,0.0013,0.9133,0.0251,0.0,26178.0,5971.0,0.3364,,0.3113,1.0,,0.6232439336,27300,26500,28400,0.5655,"Private, nonprofit",36.0,True
150,1104.0,Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.4519,0.5008,0.0253,0.0051,10475.0,4843.0,,,,,,0.6622073579,26200,24400,31500,0.4151,"Private, nonprofit",33.0,True
151,5707.0,Southeast Arkansas College,Pine Bluff,AR,71603,0.0,0.0,,,2,0.0,1.0,1.0,0.0,2.0,2.0,0.1889,0.57,0.2258,0.0087,12716.0,4772.0,,,,,,0.6519208382,29700,27800,34800,0.4265,,,True
152,22024.0,Professional Cosmetology Education Center,El Dorado,AR,71730-4009,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4737,0.4737,0.0263,0.0,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
153,20753.0,University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,0.0,0.0,,,2,0.0,1.0,0.0,0.0,2.0,3.0,0.424,0.4113,0.0362,0.0176,18410.0,4783.0,,,,,,0.6138361213,30700,28500,35400,0.4964,,,True
154,5732.0,University of Arkansas Hope-Texarkana,Hope,AR,71801,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.5444,0.3477,0.0887,0.0048,12374.0,4530.0,,,,,,0.6895810956,28600,24900,36600,0.4215,,,True
155,21111.0,University of Arkansas Community College Rich Mountain,Mena,AR,71953,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.7616,0.0125,0.1093,0.0054,12152.0,4685.0,,,,,,0.650990099,24100,22400,29400,0.3931,,,True
156,7921.0,Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8119,0.0,0.1485,0.0,,,,,,,,0.9044585987,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3091,,,True
157,25696.0,Searcy Beauty College,Searcy,AR,72143,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8608,0.0633,0.038,0.0,,,,,,,,PrivacySuppressed,17200,PrivacySuppressed,PrivacySuppressed,,,,True
158,1105.0,Shorter College,N Little Rock,AR,72114,0.0,0.0,,,2,1.0,0.0,0.0,0.0,3.0,1.0,0.1256,0.852,0.0135,0.0,19113.0,3986.0,,,,,,0.4725433526,,,,,"Private, nonprofit",35.0,True
159,1106.0,Williams Baptist University,Walnut Ridge,AR,72476,0.0,0.0,0.693,1088.0,4,0.0,0.0,0.0,0.0,13.0,8.0,0.7638,0.1121,0.0379,0.0,30063.0,5427.0,0.378,0.3657,0.4706,1.0,,0.4346153846,36400,29200,45400,0.6736,"Private, nonprofit",12.0,True
160,20746.0,South Arkansas Community College,El Dorado,AR,71731-7010,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.5159,0.3765,0.0578,0.004,12251.0,4965.0,,,,,,0.7327935223,32700,28700,43500,0.5059,,,True
161,1107.0,Southern Arkansas University Main Campus,Magnolia,AR,71753,0.0,0.0,0.6853,1120.0,4,0.0,0.0,0.0,0.0,12.0,14.0,0.6649,0.2384,0.0493,0.0064,23044.0,6889.0,0.4261,0.4806,0.2919,0.2857,0.8,0.5619419643,39000,34600,44100,0.6633,"Private, nonprofit",42.0,True
162,7738.0,Southern Arkansas University Tech,Camden,AR,71701-1906,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.4286,0.4397,0.043,0.0,19443.0,4355.0,,,,,,0.5644599303,31200,26100,40800,0.4803,,,True
163,32143.0,Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,0.0,0.0,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
164,1110.0,University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,12.0,0.6184,0.0364,0.1471,0.0529,17288.0,7065.0,0.3108,0.312,0.2083,0.3383,0.4,0.5636766334,35000,30600,41800,0.6188,"Private, nonprofit",64.0,True
165,7531.0,Academy of Art University,San Francisco,CA,94105,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,12.0,0.156,0.0707,0.1169,0.046,43976.0,7328.0,0.4688,0.4167,0.2083,0.3671,0.4038,0.5731981982,47300,42700,51700,0.6235,,,True
166,32883.0,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,3792.0,,,,,,,,,,,,,True
167,6720.0,College of Alameda,Alameda,CA,94501,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,3.0,0.1645,0.1725,0.245,0.2556,17384.0,9034.0,,,,,,0.542962963,40500,38700,42500,0.6265,,,True
168,1111.0,Allan Hancock College,Santa Maria,CA,93454-6399,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,4.0,0.2232,0.0183,0.6543,0.0349,10701.0,8603.0,,,,,,0.5370032811,35500,32000,41400,0.5775,"Private, nonprofit",39.0,True
169,7465.0,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,0.0,0.0,0.6913,,1,0.0,0.0,0.0,0.0,4.0,1.0,0.3019,0.1604,0.1698,0.0094,52029.0,8751.0,,,,,,0.5952380952,38200,33800,43100,0.503,,,True
170,1120.0,Berkeley School of Theology,Berkeley,CA,94704-3029,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,6464.0,,,,,,PrivacySuppressed,,,,,"Private, nonprofit",22.0,True
171,22220.0,American Film Institute Conservatory,Los Angeles,CA,90027-1625,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,8838.0,,,,,,PrivacySuppressed,,,,,,,True
172,13074.0,American Beauty College,West Covina,CA,91790,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1842,0.0439,0.7368,0.0175,,,,,,,,0.4931506849,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
173,22418.0,American Career College-Los Angeles,Los Angeles,CA,90004,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,2.0,0.0742,0.1536,0.6008,0.1045,,6290.0,,,,,,0.7830323194,35500,33900,41400,0.5664,,,True
174,20992.0,American Conservatory Theater,San Francisco,CA,94102,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,,10514.0,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
175,1232.0,American River College,Sacramento,CA,95841-4286,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,5.0,0.408,0.0737,0.2558,0.1414,12243.0,8939.0,,,,,,0.5744480345,38100,35700,41800,0.5613,"Private, nonprofit",33.0,True
176,1113.0,Antelope Valley Community College District,Lancaster,CA,93536-5426,0.0,0.0,,,3,0.0,0.0,1.0,0.0,5.0,12.0,0.1632,0.1194,0.6097,0.036,16422.0,9318.0,0.2732,0.3836,0.1391,0.2524,0.3824,0.588590057,34500,31500,39900,0.5155,"Private, nonprofit",35.0,True
177,1116.0,Art Center College of Design,Pasadena,CA,91103,0.0,0.0,0.7609,,4,0.0,0.0,0.0,0.0,13.0,9.0,0.1185,0.0131,0.0944,0.3346,66046.0,8009.0,0.7143,0.7619,0.3333,0.6923,0.7059,0.5523465704,62300,53500,67000,0.738,"Private, nonprofit",46.0,True
178,9022.0,Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.25,0.3587,0.3152,0.0,,,,,,,,0.5644983462,27900,26200,32000,0.4077,,,True
179,25535.0,Associated Technical College-San Diego,San Diego,CA,92108-1630,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2667,0.2889,0.3333,0.0,,,,,,,,0.2469135802,25300,PrivacySuppressed,PrivacySuppressed,0.3889,,,True
180,1117.0,Azusa Pacific University,Azusa,CA,91702-7000,0.0,0.0,0.936,,4,0.0,0.0,1.0,0.0,13.0,14.0,0.3248,0.0627,0.3573,0.1201,56802.0,9132.0,0.6622,0.6967,0.4,0.5898,0.7363,0.7258883249,55900,51700,64700,0.7684,"Private, nonprofit",39.0,True
181,1118.0,Bakersfield College,Bakersfield,CA,93305-1299,0.0,0.0,,,3,0.0,0.0,1.0,0.0,5.0,15.0,0.1897,0.0473,0.6698,0.043,13774.0,9947.0,0.2127,0.2975,0.0588,0.191,0.3043,0.5835383858,36000,31000,44200,0.5573,"Private, nonprofit",28.0,True
182,1119.0,Barstow Community College,Barstow,CA,92311,0.0,0.0,,,2,0.0,0.0,1.0,0.0,2.0,2.0,0.2622,0.1486,0.4598,0.0318,16983.0,9456.0,,,,,,0.6279776989,35000,29900,43100,0.4844,"Private, nonprofit",1.0,True
183,7050.0,Bellus Academy-Chula Vista,Chula Vista,CA,91911,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0689,0.1557,0.5778,0.0509,,,,,,,,0.7936507937,21100,PrivacySuppressed,PrivacySuppressed,0.3462,,,True
184,32663.0,Bethesda University,Anaheim,CA,92801,0.0,0.0,,,4,0.0,0.0,0.0,0.0,10.0,6.0,0.0667,0.0947,0.1895,0.1649,22453.0,2221.0,0.24,0.2632,0.1765,0.16,0.3333,0.34375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
185,1122.0,Biola University,La Mirada,CA,90639-0001,0.0,0.0,0.6438,1196.0,4,0.0,0.0,0.0,0.0,13.0,14.0,0.4285,0.031,0.2085,0.1537,58012.0,7394.0,0.714,0.7672,0.5714,0.6045,0.76,0.6677920324,50700,43700,60800,0.7359,"Private, nonprofit",74.0,True
186,25434.0,Brownson Technical School,Anaheim,CA,92805,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3158,0.0175,0.4737,0.193,,,,,,,,PrivacySuppressed,49600,PrivacySuppressed,PrivacySuppressed,0.6711,,,True
187,7164.0,Bryan University,Tempe,AZ,85281,0.0,0.0,,,3,0.0,0.0,0.0,0.0,11.0,9.0,0.4348,0.1852,0.0681,0.0089,21134.0,5136.0,0.2516,0.3362,0.2821,0.069,0.0,0.6715830875,36100,PrivacySuppressed,PrivacySuppressed,0.6722,,,True
188,8073.0,Butte College,Oroville,CA,95965-8399,0.0,0.0,,,2,0.0,0.0,1.0,0.0,2.0,4.0,0.503,0.0209,0.3101,0.0602,13806.0,9728.0,,,,,,0.5126086035,37600,32200,43300,0.5725,,,True
189,12154.0,California Institute of Integral Studies,San Francisco,CA,94103,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,9.0,0.551,0.102,0.1633,0.0408,,8605.0,,,,,,0.7764705882,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
190,1124.0,Cabrillo College,Aptos,CA,95003,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,4.0,0.4102,0.0093,0.4731,0.0302,19207.0,8467.0,,,,,,0.5586395622,40600,37200,45000,0.6124,"Private, nonprofit",36.0,True
191,1125.0,California Baptist University,Riverside,CA,92504-3297,0.0,0.0,0.8018,1064.0,4,0.0,0.0,1.0,0.0,13.0,13.0,0.3651,0.0635,0.3801,0.0643,48731.0,10122.0,0.6195,0.6963,0.463,0.5373,0.6977,0.6606170599,47500,41700,57600,0.7247,"Private, nonprofit",66.0,True
192,1127.0,California College of the Arts,San Francisco,CA,94107-2247,0.0,0.0,0.8545,,4,0.0,0.0,0.0,0.0,13.0,10.0,0.1657,0.0531,0.1453,0.1837,68956.0,9906.0,0.6703,0.5616,0.6429,0.5854,0.8039,0.6189189189,48000,43200,55900,0.6923,"Private, nonprofit",58.0,True
